00:00:05 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
00:00:05 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
00:06:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:06:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:06:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:06:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:06:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:06:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:06:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:06:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:06:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:07:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:07:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:07:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:07:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:07:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:07:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:07:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:07:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:07:25 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
00:07:25 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
00:07:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:07:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:07:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:07:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:07:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:07:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:07:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:07:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:07:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:07:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:07:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:07:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:07:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:07:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:07:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:07:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:08:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:08:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:08:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:08:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:08:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:08:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:08:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:08:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:08:20 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
00:08:20 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
00:08:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:08:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:08:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:08:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:08:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:08:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:08:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:08:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:08:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:08:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:08:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:08:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:08:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:08:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:08:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:08:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:09:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:09:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:09:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:09:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:09:15 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
00:09:15 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
00:09:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:09:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:09:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:09:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:09:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:09:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:09:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:09:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:09:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:09:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:09:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:09:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:09:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:09:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:09:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:09:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:09:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:09:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:09:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:09:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:10:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:10:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:10:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:10:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:10:10 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
00:10:10 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
00:10:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:10:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:10:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:10:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:10:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:10:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:10:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:10:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:10:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:10:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:10:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:10:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:10:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:10:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:10:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:10:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:10:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:10:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:10:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:10:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:11:05 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
00:11:05 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
00:11:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:11:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:11:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:11:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:11:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:11:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:11:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:11:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:11:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:11:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:11:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:11:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:11:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:11:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:11:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:11:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:11:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:11:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:11:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:11:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:11:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:11:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:11:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:11:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:12:00 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
00:12:00 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
00:12:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:12:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:12:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:12:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:12:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:12:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:12:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:12:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:12:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:12:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:12:27 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:12:27 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:12:37 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:12:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:12:37 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:12:37 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:12:47 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:12:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:12:47 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:12:47 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:12:55 [DEBUG]	 SELF 	 [648044]Curr Timer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 25>
00:12:55 [DEBUG]	 SELF 	 [648044]Server receive heart package.TaskTimer:com.thingzdo.smartplug.udpserver.Function.ModuleHeartBeatTask@1e66d8af<ModuleHeartBeatTask.java: Line 49>
00:12:57 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:12:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:12:57 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:12:57 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:13:07 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:13:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:13:07 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:13:07 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:13:17 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
00:13:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Resv HEART<ModuleHeartMsgHandle.java: Line 35>
00:13:17 [DEBUG]	 SEND 	 (/192.168.0.113:5003)	 [0,Server_Echo,TEST,648044,0#] Succeed to Send HEART Echo<ModuleHeartMsgHandle.java: Line 46>
00:13:17 [DEBUG]	 SELF 	 (/192.168.0.113:5003)	 Completed to Excute Command(Ret:0x00000000).<ServerWorkThread.java: Line 1039>
00:13:27 [DEBUG]	 RECV 	 (/192.168.0.113:5003)	 FromModule: 0,HEART,TEST,648044#<ServerWorkThread.java: Line 1010>
